Id,R/O_final,Country,Entry,Artist,Song,Language,Placing,Year,R/O,Event
1186,,Bulgaria,6,Miro,Angel si ti (Ангел си ти),"Bulgarian, English",0,2010,13.0,SF2
1188,,Croatia,18,Feminnem,Lako je sve,Croatian,0,2010,15.0,SF2
1196,,Poland,16,Magdalena Tul,Jestem,Polish,0,2011,1.0,SF1
1197,,Norway,50,Stella Mwangi,Haba Haba,"English, Swahili",0,2011,2.0,SF1
1198,,Albania,8,Aurela Gaçe,Feel the Passion,English[j],0,2011,3.0,SF1
1199,,Armenia,6,Emmy,Boom Boom,English,0,2011,4.0,SF1
1200,,Turkey,33,Yüksek Sadakat,Live It Up,English,0,2011,5.0,SF1
1206,,Malta,24,Glen Vella,One Life,English,0,2011,11.0,SF1
1207,,San Marino,2,Senit,Stand By,English,0,2011,12.0,SF1
1208,,Croatia,19,Daria,Celebrate,English,0,2011,13.0,SF1
1211,,Portugal,45,Homens da Luta,A luta é alegria,Portuguese,0,2011,16.0,SF1
1217,,Netherlands,52,3JS,Never Alone,English,0,2011,3.0,SF2
1218,,Belgium,53,Witloof Bay,With Love Baby,English,0,2011,4.0,SF2
1219,,Slovakia,6,TWiiNS,I'm Still Alive,English,0,2011,5.0,SF2
1223,,Cyprus,29,Christos Mylordos,San aggelos s'agapisa (Σαν άγγελος σ'αγάπησα),Greek,0,2011,9.0,SF2
1224,,Bulgaria,7,Poli Genova,Na inat (На инат),Bulgarian,0,2011,10.0,SF2
1225,,Macedonia,11,Vlatko Ilievski,Rusinka (Русинкa),"Macedonian, English[f]",0,2011,11.0,SF2
1226,,Israel,34,Dana International,Ding Dong (דינג דונג),"Hebrew, English",0,2011,12.0,SF2
1230,,Belarus,8,Anastasia Vinnikova,I Love Belarus,English,0,2011,16.0,SF2
1231,,Latvia,12,Musiqq,Angel in Disguise,English,0,2011,17.0,SF2
1239,,Montenegro,4,Rambo Amadeus,Euro Neuro,English[c][l],0,2012,1.0,SF1
1242,,Latvia,13,Anmary,Beautiful Song,English,0,2012,4.0,SF1
1245,,Switzerland,53,Sinplus,Unbreakable,English,0,2012,7.0,SF1
1246,,Belgium,54,Iris,Would You?,English,0,2012,8.0,SF1
1247,,Finland,46,Pernilla,När jag blundar,Swedish,0,2012,9.0,SF1
1248,,Israel,35,Izabo,Time,"English, Hebrew",0,2012,10.0,SF1
1249,,San Marino,3,Valentina Monetta,The Social Network Song (Oh Oh – Uh – Oh Oh),English[i],0,2012,11.0,SF1
1254,,Austria,45,Trackshittaz,Woki mit deim Popo,Mühlviertlerisch,0,2012,16.0,SF1
1259,,Netherlands,53,Joan Franka,You and Me,English,0,2012,3.0,SF2
1261,,Belarus,9,Litesound,We Are the Heroes,English,0,2012,5.0,SF2
1262,,Portugal,46,Filipa Sousa,Vida minha,Portuguese,0,2012,6.0,SF2
1264,,Bulgaria,8,Sofi Marinova,Love Unlimited,Bulgarian[a][g][b][i][m][h][n][o][p][q],0,2012,8.0,SF2
1265,,Slovenia,18,Eva Boto,Verjamem,Slovene,0,2012,9.0,SF2
1266,,Croatia,20,Nina Badrić,Nebo,Croatian,0,2012,10.0,SF2
1268,,Georgia,5,Anri Jokhadze,I'm a Joker,"English, Georgian",0,2012,12.0,SF2
1271,,Slovakia,7,Max Jason Mai,Don't Close Your Eyes,English,0,2012,15.0,SF2
1281,,Austria,46,Natália Kelly,Shine,English,0,2013,1.0,SF1
1283,,Slovenia,19,Hannah,Straight into Love,English,0,2013,3.0,SF1
1284,,Croatia,21,Klapa s Mora,Mižerja,Croatian,0,2013,4.0,SF1
1289,,Montenegro,5,Who See,Igranka (Игранка),Montenegrin,0,2013,9.0,SF1
1294,,Cyprus,31,Despina Olympiou,An me thimasai (Aν με θυμάσαι),Greek,0,2013,14.0,SF1
1296,,Serbia,7,Moje 3,Ljubav je svuda (Љубав је свуда),Serbian,0,2013,16.0,SF1
1297,,Latvia,14,PeR,Here We Go,English,0,2013,1.0,SF2
1298,,San Marino,4,Valentina Monetta,Crisalide (Vola),Italian,0,2013,2.0,SF2
1299,,Macedonia,13,Esma & Lozano,Pred da se razdeni (Пред да се раздени),"Macedonian, Romani",0,2013,3.0,SF2
1303,,Bulgaria,9,Elitsa Todorova & Stoyan Yankoulov,Samo shampioni (Само шампиони),Bulgarian,0,2013,7.0,SF2
1306,,Israel,36,Moran Mazor,Rak Bishvilo (רק בשבילו),Hebrew,0,2013,10.0,SF2
1310,,Albania,10,Adrian Lulgjuraj & Bledar Sejko,Identitet,Albanian,0,2013,14.0,SF2
1312,,Switzerland,54,Takasa,You and Me,English,0,2013,16.0,SF2
1321,,Latvia,15,Aarzemnieki,Cake to Bake,English[r],0,2014,2.0,SF1
1322,,Estonia,20,Tanja,Amazing,English,0,2014,3.0,SF1
1325,,Albania,11,Hersi,One Night's Anger,English,0,2014,6.0,SF1
1329,,Belgium,56,Axel Hirsoux,Mother,English,0,2014,10.0,SF1
1330,,Moldova,10,Cristina Scarlat,Wild Soul,English,0,2014,11.0,SF1
1332,,Portugal,47,Suzy,Quero ser tua,Portuguese,0,2014,13.0,SF1
1337,,Israel,37,Mei Finegold,Same Heart,"English, Hebrew",0,2014,2.0,SF2
1339,,Georgia,7,The Shin & Mariko,Three Minutes to Earth,English,0,2014,4.0,SF2
1342,,Lithuania,15,Vilija,Attention,English,0,2014,7.0,SF2
1344,,Ireland,48,Can-linn feat. Kasey Smith,Heartbeat,English,0,2014,9.0,SF2
1346,,Macedonia,14,Tijana,To the Sky,English,0,2014,11.0,SF2
1357,,Moldova,11,Eduard Romanyuta,I Want Your Love,English,0,2015,1.0,SF1
1360,,Netherlands,56,Trijntje Oosterhuis,Walk Along,English,0,2015,4.0,SF1
1361,,Finland,49,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnish,0,2015,5.0,SF1
1364,,Macedonia,15,Daniel Kajmakoski,Autumn Leaves,English,0,2015,8.0,SF1
1367,,Belarus,12,Uzari & Maimuna,Time,English,0,2015,11.0,SF1
1369,,Denmark,44,Anti Social Media,The Way You Are,English,0,2015,13.0,SF1
1374,,Ireland,49,Molly Sterling,Playing with Numbers,English,0,2015,2.0,SF2
1375,,San Marino,6,Anita Simoncini & Michele Perniola,Chain of Lights,English,0,2015,3.0,SF2
1377,,Malta,28,Amber,Warrior,English,0,2015,5.0,SF2
1379,,Portugal,48,Leonor Andrade,Há um mar que nos separa,Portuguese,0,2015,7.0,SF2
1380,,Czech Republic,4,Marta Jandová & Václav Noid Bárta,Hope Never Dies,English,0,2015,8.0,SF2
1384,,Iceland,28,Maria Olafs,Unbroken,English,0,2015,12.0,SF2
1386,,Switzerland,56,Mélanie René,Time to Shine,English,0,2015,14.0,SF2
1397,,Finland,50,Sandhja,Sing It Away,English,0,2016,1.0,SF1
1398,,Greece,37,Argo,Utopian Land,"English, Greek[s]",0,2016,2.0,SF1
1399,,Moldova,12,Lidia Isac,Falling Stars,English,0,2016,3.0,SF1
1404,,San Marino,7,Serhat,I Didn't Know,English,0,2016,8.0,SF1
1409,,Estonia,22,Jüri Pootsmann,Play,English,0,2016,13.0,SF1
1411,,Montenegro,8,Highway,The Real Thing,English,0,2016,15.0,SF1
1412,,Iceland,29,Greta Salóme,Hear Them Calling,English,0,2016,16.0,SF1
1413,,Bosnia and Herzegovina,19,Dalal & Deen feat. Ana Rucner & Jala,Ljubav je,Bosnian,0,2016,17.0,SF1
1417,,Switzerland,57,Rykka,The Last of Our Kind,English,0,2016,3.0,SF2
1419,,Belarus,13,Ivan,Help You Fly,English,0,2016,5.0,SF2
1421,,Ireland,50,Nicky Byrne,Sunlight,English,0,2016,7.0,SF2
1422,,Macedonia,16,Kaliopi,Dona (Дона),Macedonian,0,2016,8.0,SF2
1425,,Slovenia,22,ManuElla,Blue and Red,English,0,2016,11.0,SF2
1427,,Denmark,45,Lighthouse X,Soldiers of Love,English,0,2016,13.0,SF2
1429,,Norway,55,Agnete,Icebreaker,English,0,2016,15.0,SF2
1431,,Albania,13,Eneda Tarifa,Fairytale,English,0,2016,17.0,SF2
1440,,Georgia,10,Tamara Gachechiladze,Keep the Faith,English,0,2017,2.0,SF1
1442,,Albania,14,Lindita,World,English,0,2017,4.0,SF1
1444,,Montenegro,9,Slavko Kalezić,Space,English,0,2017,6.0,SF1
1445,,Finland,51,Norma John,Blackbird,English,0,2017,7.0,SF1
1451,,Iceland,30,Svala,Paper,English,0,2017,13.0,SF1
1452,,Czech Republic,6,Martina Bárta,My Turn,English,0,2017,14.0,SF1
1455,,Slovenia,23,Omar Naber,On My Way,English,0,2017,17.0,SF1
1456,,Latvia,18,Triana Park,Line,English,0,2017,18.0,SF1
1457,,Serbia,10,Tijana Bogićević,In Too Deep,English,0,2017,1.0,SF2
1459,,Macedonia,17,Jana Burčeska,Dance Alone,English,0,2017,3.0,SF2
1460,,Malta,30,Claudia Faniello,Breathlessly,English,0,2017,4.0,SF2
1465,,Ireland,51,Brendan Murray,Dying to Try,English,0,2017,9.0,SF2
1466,,San Marino,8,Valentina Monetta & Jimmie Wilson,Spirit of the Night,English,0,2017,10.0,SF2
1469,,Switzerland,58,Timebelle,Apollo,English,0,2017,13.0,SF2
1472,,Lithuania,18,Fusedmarc,Rain of Revolution,English,0,2017,16.0,SF2
1473,,Estonia,23,Koit Toome & Laura,Verona,English,0,2017,17.0,SF2
1481,,Azerbaijan,11,Aisel,X My Heart,English,0,2018,1.0,SF1
1482,,Iceland,31,Ari Ólafsson,Our Choice,English,0,2018,2.0,SF1
1484,,Belgium,60,Sennek,A Matter of Time,English,0,2018,4.0,SF1
1488,,Belarus,15,Alekseev,Forever,English,0,2018,8.0,SF1
1491,,Macedonia,18,Eye Cue,Lost and Found,English,0,2018,11.0,SF1
1492,,Croatia,24,Franka,Crazy,English,0,2018,12.0,SF1
1494,,Greece,39,Yianna Terzi,Oniro mou (Όνειρό μου),Greek,0,2018,14.0,SF1
1496,,Armenia,12,Sevak Khanagyan,Qami (Քամի),Armenian,0,2018,16.0,SF1
1497,,Switzerland,59,ZiBBZ,Stones,English,0,2018,17.0,SF1
1501,,Romania,19,The Humans,Goodbye,English,0,2018,2.0,SF2
1503,,San Marino,9,Jessika feat. Jenifer Brening,Who We Are,English,0,2018,4.0,SF2
1505,,Russia,21,Julia Samoylova,I Won't Break,English,0,2018,6.0,SF2
1509,,Georgia,11,Ethno-Jazz Band Iriao,For You,Georgian,0,2018,10.0,SF2
1510,,Poland,21,Gromee feat. Lukas Meijer,Light Me Up,English,0,2018,11.0,SF2
1511,,Malta,31,Christabelle,Taboo,English,0,2018,12.0,SF2
1513,,Latvia,19,Laura Rizzotto,Funny Girl,English,0,2018,14.0,SF2
1515,,Montenegro,10,Vanja Radovanović,Inje (Иње),Montenegrin,0,2018,16.0,SF2
1525,,Montenegro,11,D mol,Heaven,English,0,2019,2.0,SF1
1526,,Finland,53,Darude feat. Sebastian Rejman,Look Away,English,0,2019,3.0,SF1
1527,,Poland,22,Tulia,Fire of Love (Pali się),"Polish, English",0,2019,4.0,SF1
1530,,Hungary,17,Joci Pápai,Az én apám,Hungarian,0,2019,7.0,SF1
1533,,Belgium,61,Eliot,Wake Up,English,0,2019,10.0,SF1
1534,,Georgia,12,Oto Nemsadze,Keep on Going,Georgian[aa],0,2019,11.0,SF1
1538,,Portugal,51,Conan Osiris,Telemóveis,Portuguese,0,2019,15.0,SF1
1541,,Armenia,13,Srbuk,Walking Out,English,0,2019,1.0,SF2
1542,,Ireland,53,Sarah McTernan,22,English,0,2019,2.0,SF2
1543,,Moldova,15,Anna Odobescu,Stay,English,0,2019,3.0,SF2
1545,,Latvia,20,Carousel,That Night,English,0,2019,5.0,SF2
1546,,Romania,20,Ester Peony,On a Sunday,English,0,2019,6.0,SF2
1549,,Austria,52,PÆNDA,Limits,English,0,2019,9.0,SF2
1550,,Croatia,25,Roko,The Dream,"English, Croatian",0,2019,10.0,SF2
1552,,Lithuania,20,Jurij Veklenko,Run with the Lions,English,0,2019,12.0,SF2
1566,,Slovenia,26,Ana Soklič,Amen,English,0,2021,2.0,SF1
1569,,Australia,6,Montaigne,Technicolour,English,0,2021,5.0,SF1
1570,,North Macedonia,20,Vasil,Here I Stand,English,0,2021,6.0,SF1
1571,,Ireland,54,Lesley Roy,Maps,English,0,2021,7.0,SF1
1574,,Croatia,26,Albina,Tick-Tock,"English, Croatian",0,2021,10.0,SF1
1577,,Romania,21,Roxen,Amnesia,English,0,2021,13.0,SF1
1582,,Estonia,26,Uku Suviste,The Lucky One,English,0,2021,2.0,SF2
1583,,Czech Republic,9,Benny Cristo,Omaga,English[d],0,2021,3.0,SF2
1585,,Austria,53,Vincent Bueno,Amen,English,0,2021,5.0,SF2
1586,,Poland,23,Rafał,The Ride,English,0,2021,6.0,SF2
1590,,Georgia,13,Tornike Kipiani,You,English,0,2021,10.0,SF2
1595,,Latvia,21,Samanta Tīna,The Moon is Rising,English,0,2021,15.0,SF2
1597,,Denmark,49,Fyr & Flamme,Øve os på hinanden,Danish,0,2021,17.0,SF2
1072,,Montenegro,2,Stefan Filipović,Zauvijek volim te (Заувијек волим те),Montenegrin,0,2008,1.0,SF1
1074,,Estonia,14,Kreisiraadio,Leto svet,"Serbian, German, Finnish",0,2008,3.0,SF1
1075,,Moldova,4,Geta Burlacu,A Century of Love,English,0,2008,4.0,SF1
1076,,San Marino,1,Miodio,Complice,Italian,0,2008,5.0,SF1
1077,,Belgium,50,Ishtar,O Julissi,Imaginary,0,2008,6.0,SF1
1079,,Slovenia,14,Rebeka Dremelj,Vrag naj vzame,Slovene,0,2008,8.0,SF1
1082,,Ireland,42,Dustin the Turkey,Irelande Douze Pointe,English[a][b][i][c],0,2008,11.0,SF1
1083,,Andorra,5,Gisela,Casanova,"English, Catalan",0,2008,12.0,SF1
1086,,Netherlands,49,Hind,Your Heart Belongs to Me,English,0,2008,15.0,SF1
1095,,Lithuania,9,Jeronimas Milius,Nomads in the Night,English,0,2008,5.0,SF2
1097,,Switzerland,49,Paolo Meneguzzi,Era stupendo,Italian,0,2008,7.0,SF2
1098,,Czech Republic,2,Tereza Kerndlová,Have Some Fun,English,0,2008,8.0,SF2
1099,,Belarus,5,Ruslan Alehno,Hasta la Vista,English[b],0,2008,9.0,SF2
1102,,Bulgaria,4,Deep Zone & Balthazar,"DJ, Take Me Away",English,0,2008,12.0,SF2
1105,,Hungary,7,Csézy,Candlelight,"English, Hungarian",0,2008,15.0,SF2
1106,,Malta,21,Morena,Vodka,English[f],0,2008,16.0,SF2
1107,,Cyprus,26,Evdokia Kadi,Femme Fatale,Greek,0,2008,17.0,SF2
1108,,Macedonia,8,"Tamara, Vrčak & Adrijan",Let Me Love You,English,0,2008,18.0,SF2
1115,,Montenegro,3,Andrea Demirović,Just Get Out of My Life,English,0,2009,1.0,SF1
1116,,Czech Republic,3,Gipsy.cz,Aven Romale,"English, Romani",0,2009,2.0,SF1
1117,,Belgium,51,Copycat,Copycat,English,0,2009,3.0,SF1
1118,,Belarus,6,Petr Elfimov,Eyes That Never Lie,English,0,2009,4.0,SF1
1121,,Andorra,6,Susanne Georgi,La teva decisió (Get a Life),"Catalan, English",0,2009,7.0,SF1
1122,,Switzerland,50,Lovebugs,The Highest Heights,English,0,2009,8.0,SF1
1125,,Bulgaria,5,Krassimir Avramov,Illusion,English,0,2009,11.0,SF1
1127,,Macedonia,9,Next Time,Nešto što kje ostane (Нешто што ќе остане),Macedonian,0,2009,13.0,SF1
1134,,Ireland,43,Sinéad Mulvey & Black Daisy,Et Cetera,English,0,2009,2.0,SF2
1135,,Latvia,10,Intars Busulis,Probka (Пробка),Russian,0,2009,3.0,SF2
1136,,Serbia,3,Marko Kon & Milaan,Cipela (Ципела),Serbian,0,2009,4.0,SF2
1137,,Poland,14,Lidia Kopania,I Don't Wanna Leave,English,0,2009,5.0,SF2
1139,,Cyprus,27,Christina Metaxa,Firefly,English,0,2009,7.0,SF2
1140,,Slovakia,4,Kamil Mikulčík & Nela Pocisková,Leť tmou,Slovak,0,2009,8.0,SF2
1142,,Slovenia,15,Quartissimo feat. Martina,Love Symphony,"English, Slovene",0,2009,10.0,SF2
1143,,Hungary,8,Zoli Ádok,Dance with Me,English,0,2009,11.0,SF2
1151,,Netherlands,50,The Toppers,Shine,English,0,2009,19.0,SF2
940,1.0,Spain,44,Ramón,Para llenarme de ti,Spanish,10,2004,,
941,2.0,Austria,41,Tie Break,Du bist,German,21,2004,,
942,3.0,Norway,43,Knut Anders Sørum,High,English,24,2004,,
943,4.0,France,47,Jonatan Cerrada,À chaque pas,"French, Spanish",15,2004,,
937,5.0,Serbia and Montenegro,1,Željko Joksimović & Ad-Hoc Orchestra,Lane moje (Лане моје),Serbian,2,2004,,
925,6.0,Malta,17,Julie and Ludwig,On Again... Off Again,English,8,2004,,
939,7.0,Netherlands,45,Re-Union,Without You,English,20,2004,,
944,8.0,Germany,48,Max Mutzke,Can't Wait Until Tonight,"English, Turkish",8,2004,,
930,9.0,Albania,1,Anjeza Shahini,The Image of You,English,7,2004,,
928,10.0,Ukraine,2,Ruslana,Wild Dances,"English, Ukrainian",1,2004,,
935,11.0,Croatia,12,Ivan Mikulić,You Are the Only One,English,12,2004,,
938,12.0,Bosnia and Herzegovina,10,Deen,In the Disco,English,9,2004,,
945,13.0,Belgium,46,Xandee,1 Life,English,22,2004,,
946,14.0,Russia,8,Julia Savicheva,Believe Me,English,11,2004,,
932,15.0,Macedonia,4,Toše Proeski,Life,English,14,2004,,
927,16.0,Greece,25,Sakis Rouvas,Shake It,English,3,2004,,
947,17.0,Iceland,17,Jónsi,Heaven,English,19,2004,,
948,18.0,Ireland,38,Chris Doran,If My World Stopped Turning,English,22,2004,,
949,19.0,Poland,9,Blue Café,Love Song,"English, Spanish",17,2004,,
950,20.0,United Kingdom,47,James Fox,Hold On to Our Love,English,16,2004,,
931,21.0,Cyprus,22,Lisa Andreas,Stronger Every Minute,English,5,2004,,
951,22.0,Turkey,26,Athena,For Real,English,4,2004,,
952,23.0,Romania,6,Sanda,I Admit,English,18,2004,,
953,24.0,Sweden,44,Lena Philipsson,It Hurts,English,5,2004,,
968,1.0,Hungary,5,NOX,"Forogj, világ!",Hungarian,12,2005,,
979,2.0,United Kingdom,48,Javine,Touch My Fire,English,22,2005,,
980,3.0,Malta,18,Chiara,Angel,English,2,2005,,
967,4.0,Romania,7,Luminița Anghel & Sistem,Let Me Try,English,3,2005,,
966,5.0,Norway,44,Wig Wam,In My Dreams,English,9,2005,,
981,6.0,Turkey,27,Gülseren,Rimi Rimi Ley,Turkish,13,2005,,
957,7.0,Moldova,1,Zdob și Zdub,Boonika bate doba,"English, Romanian",6,2005,,
982,8.0,Albania,2,Ledina Çelo,Tomorrow I Go,English,16,2005,,
983,9.0,Cyprus,23,Constantinos Christoforou,Ela Ela,English,18,2005,,
984,10.0,Spain,45,Son de Sol,Brujería,Spanish,21,2005,,
960,11.0,Israel,28,Shiri Maimon,HaSheket SheNish'ar (השקט שנשאר),"Hebrew, English",4,2005,,
985,12.0,Serbia and Montenegro,2,No Name,Zauvijek moja (Заувијек моја),Montenegrin,7,2005,,
977,13.0,Denmark,34,Jakob Sveistrup,Talking to You,English,9,2005,,
986,14.0,Sweden,45,Martin Stenmarck,Las Vegas,English,19,2005,,
970,15.0,Macedonia,5,Martin Vučić,Make My Day,English,17,2005,,
987,16.0,Ukraine,3,GreenJolly,Razom nas bahato (Разом нас багато),"Ukrainian, English[a][b][c][d][e][f]",19,2005,,
988,17.0,Germany,49,Gracia,Run & Hide,English,24,2005,,
973,18.0,Croatia,13,Boris Novković feat. Lado Members,Vukovi umiru sami,Croatian,11,2005,,
989,19.0,Greece,26,Helena Paparizou,My Number One,English,1,2005,,
990,20.0,Russia,9,Natalia Podolskaya,Nobody Hurt No One,English,15,2005,,
991,21.0,Bosnia and Herzegovina,11,Feminnem,Call Me,English,14,2005,,
972,22.0,Switzerland,46,Vanilla Ninja,Cool Vibes,English,8,2005,,
958,23.0,Latvia,6,Walters & Kazha,The War Is Not Over,English,5,2005,,
992,24.0,France,48,Ortal,Chacun pense à soi,French,23,2005,,
1016,1.0,Switzerland,47,six4one,If We All Give a Little,English,16,2006,,
1017,2.0,Moldova,2,Arsenium feat. Natalia Gordienko & Connect-R,Loca,English[b],20,2006,,
1018,3.0,Israel,29,Eddie Butler,Together We Are One,"Hebrew, English",23,2006,,
1019,4.0,Latvia,7,Vocal Group Cosmos,I Hear Your Heart,English,16,2006,,
1020,5.0,Norway,45,Christine Guldbrandsen,Alvedansen,Norwegian,14,2006,,
1021,6.0,Spain,46,Las Ketchup,Un Blodymary,Spanish,21,2006,,
1022,7.0,Malta,19,Fabrizio Faniello,I Do,English,24,2006,,
1023,8.0,Germany,50,Texas Lightning,No No Never,English,14,2006,,
1024,9.0,Denmark,35,Sidsel Ben Semmane,Twist of Love,English,18,2006,,
1005,10.0,Russia,10,Dima Bilan,Never Let You Go,English,2,2006,,
1003,11.0,Macedonia,6,Elena Risteska,Ninanajna (Нинанајна),"English, Macedonian",12,2006,,
1025,12.0,Romania,8,Mihai Trăistariu,Tornerò,"English, Italian",4,2006,,
1014,13.0,Bosnia and Herzegovina,12,Hari Mata Hari,Lejla,Bosnian,3,2006,,
1010,14.0,Lithuania,7,LT United,We Are the Winners,English[a],6,2006,,
1026,15.0,United Kingdom,49,Daz Sampson,Teenage Life,English,19,2006,,
1027,16.0,Greece,27,Anna Vissi,Everything,English,9,2006,,
1008,17.0,Finland,40,Lordi,Hard Rock Hallelujah,English,1,2006,,
1007,18.0,Ukraine,4,Tina Karol,Show Me Your Love,English,7,2006,,
1028,19.0,France,49,Virginie Pouchain,Il était temps,French,22,2006,,
1029,20.0,Croatia,14,Severina,Moja štikla,Croatian,12,2006,,
1000,21.0,Ireland,40,Brian Kennedy,Every Song Is a Cry for Love,English,10,2006,,
1012,22.0,Sweden,46,Carola,Invincible,English,5,2006,,
1006,23.0,Turkey,28,Sibel Tüzün,Süper Star,"Turkish, English",11,2006,,
993,24.0,Armenia,1,André,Without Your Love,English,8,2006,,
1058,1.0,Bosnia and Herzegovina,13,Marija Šestić,Rijeka bez imena (Ријека без имена),Serbian,11,2007,,
1059,2.0,Spain,47,D'NASH,I Love You Mi Vida,Spanish[g],20,2007,,
1033,3.0,Belarus,4,Dmitry Koldun,Work Your Magic,English,6,2007,,
1060,4.0,Ireland,41,Dervish,They Can't Stop the Spring,English,24,2007,,
1061,5.0,Finland,41,Hanna Pakarinen,Leave Me Alone,English,17,2007,,
1047,6.0,Macedonia,7,Karolina,Mojot svet (Мојот свет),"Macedonian, English",14,2007,,
1054,7.0,Slovenia,13,Alenka Gotar,Cvet z juga,Slovene,15,2007,,
1051,8.0,Hungary,6,Magdi Rúzsa,Unsubstantial Blues,English,9,2007,,
1062,9.0,Lithuania,8,4Fun,Love or Leave,English,21,2007,,
1063,10.0,Greece,28,Sarbel,Yassou Maria (Γειά σου Μαρία),English[h],7,2007,,
1035,11.0,Georgia,1,Sopho,Visionary Dream,English,12,2007,,
1064,12.0,Sweden,47,The Ark,The Worrying Kind,English,18,2007,,
1065,13.0,France,50,Les Fatals Picards,L'amour à la française,"French, English (""Franglais"")",22,2007,,
1057,14.0,Latvia,8,Bonaparti.lv,Questa notte,Italian,16,2007,,
1066,15.0,Russia,11,Serebro,Song #1,English,3,2007,,
1067,16.0,Germany,51,Roger Cicero,Frauen regier'n die Welt,"German, English",19,2007,,
1044,17.0,Serbia,1,Marija Šerifović,Molitva (Молитва),Serbian,1,2007,,
1068,18.0,Ukraine,5,Verka Serduchka,Dancing Lasha Tumbai (Данцінґ Лаша Тумбай),"German, English, Ukrainian, Russian",2,2007,,
1069,19.0,United Kingdom,50,Scooch,Flying the Flag (For You),English,22,2007,,
1070,20.0,Romania,9,Todomondo,"Liubi, Liubi, I Love You (Люби, Люби, I love you)","English, Italian, Spanish,Russian, French, Romanian",13,2007,,
1030,21.0,Bulgaria,3,Elitsa Todorova & Stoyan Yankoulov,Water,Bulgarian,5,2007,,
1055,22.0,Turkey,29,Kenan Doğulu,Shake It Up Şekerim,English,4,2007,,
1071,23.0,Armenia,2,Hayko,Anytime You Need,"English, Armenian",8,2007,,
1038,24.0,Moldova,3,Natalia Barbu,Fight,English,10,2007,,
1088,1.0,Romania,10,Nico & Vlad,Pe-o margine de lume,"Romanian, Italian",20,2008,,
1110,2.0,United Kingdom,51,Andy Abraham,Even If,English,25,2008,,
1096,3.0,Albania,5,Olta Boka,Zemrën e lamë peng,Albanian,17,2008,,
1111,4.0,Germany,52,No Angels,Disappear,English,23,2008,,
1085,5.0,Armenia,3,Sirusho,"Qele, qele (Քելե, քելե)","English, Armenian",4,2008,,
1084,6.0,Bosnia and Herzegovina,14,Laka,Pokušaj,Bosnian,10,2008,,
1073,7.0,Israel,31,Boaz,The Fire in Your Eyes,"Hebrew, English",9,2008,,
1087,8.0,Finland,42,Teräsbetoni,Missä miehet ratsastaa,Finnish,22,2008,,
1101,9.0,Croatia,16,Kraljevi ulice & 75 Cents,Romanca,Croatian,21,2008,,
1081,10.0,Poland,13,Isis Gee,For Life,English,24,2008,,
1091,11.0,Iceland,21,Euroband,This Is My Life,English,14,2008,,
1093,12.0,Turkey,30,Mor ve Ötesi,Deli,Turkish,7,2008,,
1109,13.0,Portugal,42,Vânia Fernandes,Senhora do mar (Negras águas),Portuguese,13,2008,,
1100,14.0,Latvia,9,Pirates of the Sea,Wolves of the Sea,English,11,2008,,
1092,15.0,Sweden,48,Charlotte Perrelli,Hero,English,18,2008,,
1103,16.0,Denmark,37,Simon Mathew,All Night Long,English,15,2008,,
1104,17.0,Georgia,2,Diana Gurtskaya,Peace Will Come,English,12,2008,,
1094,18.0,Ukraine,6,Ani Lorak,Shady Lady,English,2,2008,,
1112,19.0,France,51,Sébastien Tellier,Divine,"English, French",19,2008,,
1078,20.0,Azerbaijan,1,Elnur & Samir,Day After Day,English,8,2008,,
1090,21.0,Greece,29,Kalomira,Secret Combination,English,3,2008,,
1113,22.0,Spain,48,Rodolfo Chikilicuatre,Baila el Chiki-chiki,"Spanish, English",16,2008,,
1114,23.0,Serbia,2,Jelena Tomašević feat. Bora Dugić,Oro (Оро),Serbian,6,2008,,
1089,24.0,Russia,12,Dima Bilan,Believe,English,1,2008,,
1080,25.0,Norway,47,Maria Haukaas Storeng,Hold On Be Strong,English,5,2008,,
1146,1.0,Lithuania,10,Sasha Son,Love,"English, Russian",23,2009,,
1124,2.0,Israel,32,Noa & Mira Awad,There Must Be Another Way,"English, Hebrew, Arabic",16,2009,,
1152,3.0,France,52,Patricia Kaas,Et s'il fallait le faire,French,8,2009,,
1119,4.0,Sweden,49,Malena Ernman,La voix,"French, English",21,2009,,
1133,5.0,Croatia,17,Igor Cukrov feat. Andrea,Lijepa Tena,Croatian,18,2009,,
1130,6.0,Portugal,43,Flor-de-Lis,Todas as ruas do amor,Portuguese,15,2009,,
1126,7.0,Iceland,22,Yohanna,Is It True?,English,2,2009,,
1145,8.0,Greece,30,Sakis Rouvas,This Is Our Night,English,7,2009,,
1120,9.0,Armenia,4,Inga & Anush,Jan Jan (Ջան Ջան),"English, Armenian",10,2009,,
1153,10.0,Russia,13,Anastasia Prikhodko,Mamo (Мамо),"Russian, Ukrainian",11,2009,,
1144,11.0,Azerbaijan,2,AySel & Arash,Always,English,3,2009,,
1132,12.0,Bosnia and Herzegovina,15,Regina,Bistra voda,Bosnian,9,2009,,
1147,13.0,Moldova,5,Nelly Ciobanu,Hora din Moldova,"Romanian, English",14,2009,,
1131,14.0,Malta,22,Chiara,What If We,English,22,2009,,
1150,15.0,Estonia,15,Urban Symphony,Rändajad,Estonian,6,2009,,
1141,16.0,Denmark,38,Brinck,Believe Again,English,13,2009,,
